baker,series,baker_age,baker_occupation,hometown,episode,signature_bake,show_stopper,technical,result
Stuart,3,NA,NA,NA,9,NA,NA,NA,NA
Victoria,3,NA,NA,NA,9,NA,NA,NA,NA
Brendan,3,NA,NA,NA,10,Potato and Pepper Pithivier,Family Reunion Chiffon Cake,2,Runner-up
James,3,NA,NA,NA,10,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes,1,Runner-up
John,3,NA,NA,NA,10,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake,2,WINNER
Cathryn,3,NA,NA,NA,10,NA,NA,NA,NA
Danny,3,NA,NA,NA,10,NA,NA,NA,NA
Manisha,3,NA,NA,NA,10,NA,NA,NA,NA
Natasha,3,NA,NA,NA,10,NA,NA,NA,NA
Peter,3,NA,NA,NA,10,NA,NA,NA,NA
Ryan,3,NA,NA,NA,10,NA,NA,NA,NA
Sarah-Jane,3,NA,NA,NA,10,NA,NA,NA,NA
Stuart,3,NA,NA,NA,10,NA,NA,NA,NA
Victoria,3,NA,NA,NA,10,NA,NA,NA,NA
Ali,4,NA,NA,NA,1,Rose and Pistachio Cake,"Chocolate, Raspberry and Passion Fruit Engagement Cake",11,IN
Beca,4,NA,NA,NA,1,Grapefruit Sandwich Cake,Chocolate Cherry Indulgence,8,IN
Christine,4,NA,NA,NA,1,"Strawberry, Vanilla and Rosewater Summer Basket",Chocolate and Orange 'Fripperous' Hat Cake,3,IN
Deborah,4,NA,NA,NA,1,Pineapple Cake,'Coffee Time',9,IN
Frances,4,NA,NA,NA,1,Giant Jam Sandwich,Secret Squirrel Cake,7,IN
Glenn,4,NA,NA,NA,1,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake,4,IN
Howard,4,NA,NA,NA,1,Passion Fruit and Coconut Cake,Black Forest Revisited,6,IN
Kimberley,4,NA,NA,NA,1,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake",10,IN
Lucy,4,NA,NA,NA,1,Timperley Early Cake,Thyme 'Wildwood' Cake,2,IN
Mark,4,NA,NA,NA,1,Lemon and Poppy Seed Cake,Chocolate Monster,5,IN
Ruby,4,NA,NA,NA,1,Rhubarb and Custard Sandwich Cake,Chocolate and Ginger Night Sky Cake,12,IN
Toby,4,NA,NA,NA,1,Spiced and Iced Carrot Cake,Two Tiered Chocolate Cake,13,OUT
Robert,4,NA,NA,NA,1,Pecan and Apple Cake,Raspberry Chocolate Cake,1,STAR BAKER
Ali,4,NA,NA,NA,2,Italian Grissini,Sweet and Savoury Yin Yang Bread,9,IN
Beca,4,NA,NA,NA,2,Fennel and Chilli Breadsticks,Five Strand Christmas Wreath,11,IN
Christine,4,NA,NA,NA,2,Mediterranean Breadsticks with Oregano,Double Plaited Loaf,4,IN
Deborah,4,NA,NA,NA,2,Fennel & Chilli Breadsticks,Walnut Fleur Loaf,8,IN
Frances,4,NA,NA,NA,2,Giant Matchsticks,Sailor's Knot,2,IN
Glenn,4,NA,NA,NA,2,Rosemary and Parmesan Grissini,Harvest Crown,7,IN
Howard,4,NA,NA,NA,2,Moroccan Breadsticks,Picasso Sun Bread,10,IN
Kimberley,4,NA,NA,NA,2,Nigella Seed and Parmesan Breadsticks,Peace Bread,1,IN
Mark,4,NA,NA,NA,2,Rosemary & Raisin Breadsticks,Sage & Garlic Plait,6,IN
Robert,4,NA,NA,NA,2,Twisty Rye Bread Sticks,Tribute Loaf,5,IN
Lucy,4,NA,NA,NA,2,Grissini with Salt,Roast Tomato Bread,12,OUT
Ruby,4,NA,NA,NA,2,Mexican Breadsticks,White Chocolate and Orange Peacock Bread,3,STAR BAKER
Toby,4,NA,NA,NA,2,NA,NA,NA,NA
Ali,4,NA,NA,NA,3,"Coconut, Raspberry and Lemon Meringue Trifle",Vanilla Latte Mini CakesLime & Mint Shortbread Pops,5,IN
Beca,4,NA,NA,NA,3,Orange and Ginger Trifle,Limoncello and Blueberry BurstsMillionaire Shortbread,10,IN
Frances,4,NA,NA,NA,3,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes,8,IN
Glenn,4,NA,NA,NA,3,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers,1,IN
Howard,4,NA,NA,NA,3,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits,7,IN
Kimberley,4,NA,NA,NA,3,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits,6,IN
Robert,4,NA,NA,NA,3,Rhubarb and Orange Trifle,Almond FriandsTurǫn Macaroons,2,IN
Ruby,4,NA,NA,NA,3,Desert Island Trifle,Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes,3,IN
Deborah,4,NA,NA,NA,3,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies,9,OUT
Mark,4,NA,NA,NA,3,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites,11,OUT
Christine,4,NA,NA,NA,3,Caribbean Pina Colada Trifle,Ninety-NinersSachertorte Parcels,4,STAR BAKER
Lucy,4,NA,NA,NA,3,NA,NA,NA,NA
Toby,4,NA,NA,NA,3,NA,NA,NA,NA
Beca,4,NA,NA,NA,4,Mamgu's Cherry-Apple Tart,Moroccan Vegetable Filo Feast,2,IN
Christine,4,NA,NA,NA,4,"Granny Rogers' Apple, Plum & Cinnamon Country Pie",Roasted Vegetable Filo Pie with Feta Cheese,7,IN
Frances,4,NA,NA,NA,4,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie,1,IN
Glenn,4,NA,NA,NA,4,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese),9,IN
Howard,4,NA,NA,NA,4,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan,5,IN
Robert,4,NA,NA,NA,4,Apple and Pear Pie with Thyme,Spanakopita with St George's Mushrooms,3,IN
Ruby,4,NA,NA,NA,4,Apple and Marzipan Pie,"Rose, Almond and Raspberry Filo Pie",6,IN
Ali,4,NA,NA,NA,4,Apple and Ginger Pie with a Pecan and Walnut Shortcrust Pastry,"Orange, Cardamom and Date M'Hanncha",8,OUT
Kimberley,4,NA,NA,NA,4,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie",4,STAR BAKER
Deborah,4,NA,NA,NA,4,NA,NA,NA,NA
Lucy,4,NA,NA,NA,4,NA,NA,NA,NA
Mark,4,NA,NA,NA,4,NA,NA,NA,NA
Toby,4,NA,NA,NA,4,NA,NA,NA,NA
Beca,4,NA,NA,NA,5,"Chocolate, Cherry and Hazelnut Brownies",Tiered Macaron and Sugar Dough Biscuit Centrepiece,5,IN
Frances,4,NA,NA,NA,5,Millionaire Banoffee Bonus,Biscuit Buttons and Beads,3,IN
Glenn,4,NA,NA,NA,5,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter,2,IN
Howard,4,NA,NA,NA,5,Breakfast Traybake,Japanese Pagoda Tea Tower,8,IN
Kimberley,4,NA,NA,NA,5,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack,7,IN
Ruby,4,NA,NA,NA,5,Blackberry and Lemon Bakewell Slice,'Dropped Ice-Cream' Biscuit Centrepiece,6,IN
Robert,4,NA,NA,NA,5,Blueberry & Orange Traybake,Dalek,4,OUT
Christine,4,NA,NA,NA,5,Mixed Berry and Almond Crumble Traybake,Shortbread Bavarian Clock Tower,1,STAR BAKER
Ali,4,NA,NA,NA,5,NA,NA,NA,NA
Deborah,4,NA,NA,NA,5,NA,NA,NA,NA
Lucy,4,NA,NA,NA,5,NA,NA,NA,NA
Mark,4,NA,NA,NA,5,NA,NA,NA,NA
Toby,4,NA,NA,NA,5,NA,NA,NA,NA
Beca,4,NA,NA,NA,6,Bara Brith,Chocolate and Rum-Soaked Prune BriochesCardamom Spiced Lemon Iced Buns,6,IN
Christine,4,NA,NA,NA,6,Oxford Nutty Fruit Loaf,Schnecken BunsVanilla Custard Skolebrød,4,IN
Frances,4,NA,NA,NA,6,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches,2,IN
Glenn,4,NA,NA,NA,6,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen,5,IN
Kimberley,4,NA,NA,NA,6,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer,3,IN
Howard,4,NA,NA,NA,6,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken,7,OUT
Ruby,4,NA,NA,NA,6,Citrus Tea Loaf,Twisted Swedish KanelbullarSaffron St. Lucia Buns,1,STAR BAKER
Ali,4,NA,NA,NA,6,NA,NA,NA,NA
Deborah,4,NA,NA,NA,6,NA,NA,NA,NA
Lucy,4,NA,NA,NA,6,NA,NA,NA,NA
Mark,4,NA,NA,NA,6,NA,NA,NA,NA
Robert,4,NA,NA,NA,6,NA,NA,NA,NA
Toby,4,NA,NA,NA,6,NA,NA,NA,NA
Beca,4,NA,NA,NA,7,Spring Lamb and Vegetable Suet Puddingwith Redcurrant Gravy,Nectarine and Frangipane SquaresChocolate and Hazelnut Vol-au-ventsStrawberries and Cream Mille-feuille,1,IN
Christine,4,NA,NA,NA,7,Spotted Dick 'With a Kick'and Vanilla Custard Ice Cream,Eccles CakesFresh Fruit BasketsLemon Cream Eton Mess Mille-feuille,6,IN
Kimberley,4,NA,NA,NA,7,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette",4,IN
Ruby,4,NA,NA,NA,7,Plum Jam Roly-Polywith Ginger Ice cream,Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts,2,IN
Glenn,4,NA,NA,NA,7,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille,3,OUT
Frances,4,NA,NA,NA,7,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers,5,STAR BAKER
Ali,4,NA,NA,NA,7,NA,NA,NA,NA
Deborah,4,NA,NA,NA,7,NA,NA,NA,NA
Howard,4,NA,NA,NA,7,NA,NA,NA,NA
Lucy,4,NA,NA,NA,7,NA,NA,NA,NA
Mark,4,NA,NA,NA,7,NA,NA,NA,NA
Robert,4,NA,NA,NA,7,NA,NA,NA,NA
Toby,4,NA,NA,NA,7,NA,NA,NA,NA
Beca,4,NA,NA,NA,8,"Potato, Spelt and Rosemary Focaccia",Spiced Butternut Squash and Pecan 'Cheese' Cake,4,IN
Frances,4,NA,NA,NA,8,'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)",3,IN
Kimberley,4,NA,NA,NA,8,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House,2,IN
Christine,4,NA,NA,NA,8,"Multi-Seeded Loaf with Pumpkin, Sesame and Sunflower Seeds",Sweet Potato Guitar with Passion Fruit Icing and Marshmallow Fondant,5,OUT
Ruby,4,NA,NA,NA,8,Mango and Nigella Seed Spelt Cob,Carrot Cake and Pistachio Garden Plot,1,STAR BAKER
Ali,4,NA,NA,NA,8,NA,NA,NA,NA
Deborah,4,NA,NA,NA,8,NA,NA,NA,NA
Glenn,4,NA,NA,NA,8,NA,NA,NA,NA
Howard,4,NA,NA,NA,8,NA,NA,NA,NA
Lucy,4,NA,NA,NA,8,NA,NA,NA,NA
Mark,4,NA,NA,NA,8,NA,NA,NA,NA
Robert,4,NA,NA,NA,8,NA,NA,NA,NA
Toby,4,NA,NA,NA,8,NA,NA,NA,NA
Frances,4,NA,NA,NA,9,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake,2,IN
Ruby,4,NA,NA,NA,9,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake",4,IN
Beca,4,NA,NA,NA,9,Stilton and Walnut MacaronsBeetroot and Salmon Choux PuffsWelsh Rarebit Tartlets,Banoffee Opera Cake,3,OUT
Kimberley,4,NA,NA,NA,9,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake,1,STAR BAKER
Ali,4,NA,NA,NA,9,NA,NA,NA,NA
Christine,4,NA,NA,NA,9,NA,NA,NA,NA
Deborah,4,NA,NA,NA,9,NA,NA,NA,NA
Glenn,4,NA,NA,NA,9,NA,NA,NA,NA
Howard,4,NA,NA,NA,9,NA,NA,NA,NA
Lucy,4,NA,NA,NA,9,NA,NA,NA,NA
Mark,4,NA,NA,NA,9,NA,NA,NA,NA
Robert,4,NA,NA,NA,9,NA,NA,NA,NA
Toby,4,NA,NA,NA,9,NA,NA,NA,NA
Kimberley,4,NA,NA,NA,10,Chicken and Pig Pie,Languages of Love Wedding Cake,1,Runner-up
Ruby,4,NA,NA,NA,10,Picnic Basket Pie,"Raspberry, Lemon and Passion Fruit Wedding Cake",2,Runner-up
Frances,4,NA,NA,NA,10,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake,3,WINNER
Ali,4,NA,NA,NA,10,NA,NA,NA,NA
Beca,4,NA,NA,NA,10,NA,NA,NA,NA
Christine,4,NA,NA,NA,10,NA,NA,NA,NA
Deborah,4,NA,NA,NA,10,NA,NA,NA,NA
Glenn,4,NA,NA,NA,10,NA,NA,NA,NA
Howard,4,NA,NA,NA,10,NA,NA,NA,NA
Lucy,4,NA,NA,NA,10,NA,NA,NA,NA
Mark,4,NA,NA,NA,10,NA,NA,NA,NA
Robert,4,NA,NA,NA,10,NA,NA,NA,NA
Toby,4,NA,NA,NA,10,NA,NA,NA,NA
Chetna,5,NA,NA,NA,1,"Cardamom, Pistachio and Coffee Swiss Roll",Tiered Victoria Sponges with Lemon Curd and Raspberry Cream,3,IN
Diana,5,NA,NA,NA,1,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises,5,IN
Enwezor,5,NA,NA,NA,1,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares,9,IN
Iain,5,NA,NA,NA,1,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon",4,IN
Jordan,5,NA,NA,NA,1,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd,12,IN
Kate,5,NA,NA,NA,1,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges,6,IN
Luis,5,NA,NA,NA,1,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles,7,IN
Martha,5,NA,NA,NA,1,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes,2,IN
Norman,5,NA,NA,NA,1,Black Forest Swiss Roll,Almond and Raspberry Mini Cakes,11,IN
Richard,5,NA,NA,NA,1,Pistachio and Strawberry Swiss Roll,Miniature Coffee & Walnut Cakes,10,IN
Claire,5,NA,NA,NA,1,Chocolatey Orangey Swirly Roll,Mini Chocolate and Cherry Cakes,8,OUT
Nancy,5,NA,NA,NA,1,Coffee and Hazelnut Swiss Roll,Jaffa Orange Cakes,1,STAR BAKER
Chetna,5,NA,NA,NA,2,Fenugreek and Carom Crackers,Day On The Beach,8,IN
Diana,5,NA,NA,NA,2,Parmesan Triangles,"Express, First Class",7,IN
Iain,5,NA,NA,NA,2,Za'atar and Fig Biscuits,Wild West Scene,11,IN
Jordan,5,NA,NA,NA,2,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack,6,IN
Kate,5,NA,NA,NA,2,Parmesan and Apple Biscuits,Tea Time,4,IN
Luis,5,NA,NA,NA,2,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon,3,IN
Martha,5,NA,NA,NA,2,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene,5,IN
Nancy,5,NA,NA,NA,2,Fennel and Rye Thins,Hansel and Gretel Scene,2,IN
Norman,5,NA,NA,NA,2,Farthing Biscuits,Zulu Boats at Dawn,10,IN
Enwezor,5,NA,NA,NA,2,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene,9,OUT
Richard,5,NA,NA,NA,2,Rosemary Seeded Crackers,Pirates!,1,STAR BAKER
Claire,5,NA,NA,NA,2,NA,NA,NA,NA
Chetna,5,NA,NA,NA,3,Onion and Pine Nut Rolls,Rolled and Filled Twin Loaf,8,IN
Diana,5,NA,NA,NA,3,Rustic Picnic Rolls,Sharing Savoury Pinwheel,7,IN
Iain,5,NA,NA,NA,3,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip,9,IN
Kate,5,NA,NA,NA,3,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread",1,IN
Martha,5,NA,NA,NA,3,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf,3,IN
Nancy,5,NA,NA,NA,3,Cider and Walnut Crusty Rolls,'Full English' Stromboli,5,IN
Norman,5,NA,NA,NA,3,Rye Bread Rolls,Chicken and Roasted Vegetable Picnic Loaf,4,IN
Richard,5,NA,NA,NA,3,Rye and Cranberry Rolls,Pesto Pinwheel,6,IN
Jordan,5,NA,NA,NA,3,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche,10,OUT
Luis,5,NA,NA,NA,3,Opposites Attract Rolls,Roscón de Reyes,2,STAR BAKER
Claire,5,NA,NA,NA,3,NA,NA,NA,NA
Enwezor,5,NA,NA,NA,3,NA,NA,NA,NA
Chetna,5,NA,NA,NA,4,"Rhubarb, Strawberry and Orange Puddings","Mango, Raspberry and Coconut Baked Alaska",3,IN
Diana,5,NA,NA,NA,4,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan,9,IN
Kate,5,NA,NA,NA,4,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska",7,IN
Luis,5,NA,NA,NA,4,Pears in Puddings,Bakewell Alaska,2,IN
Martha,5,NA,NA,NA,4,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska,1,IN
Nancy,5,NA,NA,NA,4,Pistachio Puddings with Chocolate Sauce,Summer Pudding Alaska,4,IN
Norman,5,NA,NA,NA,4,Mini Sticky Toffee Puddings,Baked Alaska with Strawberry Surprise,8,IN
Iain,5,NA,NA,NA,4,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)",6,OUT
Richard,5,NA,NA,NA,4,Black Forest Chocolate Fondants,Tiramisu Baked Alaska,5,STAR BAKER
Claire,5,NA,NA,NA,4,NA,NA,NA,NA
Enwezor,5,NA,NA,NA,4,NA,NA,NA,NA
Jordan,5,NA,NA,NA,4,NA,NA,NA,NA
Chetna,5,NA,NA,NA,5,Rice Custard Tart with Mangoes and Raspberries,Fusion Tiered Pies,2,IN
Luis,5,NA,NA,NA,5,Tropical Manchester Tart,Four Fruity Seasons Tower,6,IN
Martha,5,NA,NA,NA,5,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie,1,IN
Nancy,5,NA,NA,NA,5,Chocolate Crusted Passion Fruit Tart,Trio of Apple Pies,4,IN
Richard,5,NA,NA,NA,5,Fig and Orange Tart,Three Course Autumn Pie Feast,7,IN
Norman,5,NA,NA,NA,5,Tarte au Citron,Pieful Tower,5,OUT
Kate,5,NA,NA,NA,5,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies",3,STAR BAKER
Diana,5,NA,NA,NA,5,NA,NA,NA,WD
Claire,5,NA,NA,NA,5,NA,NA,NA,NA
Enwezor,5,NA,NA,NA,5,NA,NA,NA,NA
Iain,5,NA,NA,NA,5,NA,NA,NA,NA
Jordan,5,NA,NA,NA,5,NA,NA,NA,NA
Diana,5,NA,NA,NA,6,NA,NA,NA,IN
Kate,5,NA,NA,NA,6,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes,6,IN
Luis,5,NA,NA,NA,6,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill,3,IN
Martha,5,NA,NA,NA,6,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte,4,IN
Nancy,5,NA,NA,NA,6,Rum Punch Savarin with Coconut Cream and Tropical Fruits,Chocolate and Caramel Dobos Torte,1,IN
Richard,5,NA,NA,NA,6,Fruity Guglhupf with an Orange Glaze,Sugar Forest Dobos Torte,5,IN
Chetna,5,NA,NA,NA,6,Orange Savarin with Cinnamon Cream,Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream,2,STAR BAKER
Claire,5,NA,NA,NA,6,NA,NA,NA,NA
Enwezor,5,NA,NA,NA,6,NA,NA,NA,NA
Iain,5,NA,NA,NA,6,NA,NA,NA,NA
Jordan,5,NA,NA,NA,6,NA,NA,NA,NA
Norman,5,NA,NA,NA,6,NA,NA,NA,NA
Chetna,5,NA,NA,NA,7,Crispy Lentil Kachori,Chocolate and Mango & Lemon Meringue Éclairs,6,IN
Diana,5,NA,NA,NA,7,NA,NA,NA,IN
Luis,5,NA,NA,NA,7,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)",5,IN
Martha,5,NA,NA,NA,7,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs,3,IN
Nancy,5,NA,NA,NA,7,Spicy Duck Pasties,Smoked Salmon and Horseradish & Raspberry Ripple Éclairs,2,IN
Kate,5,NA,NA,NA,7,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs,4,OUT
Richard,5,NA,NA,NA,7,Minted Lamb Pasties,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",1,STAR BAKER
Claire,5,NA,NA,NA,7,NA,NA,NA,NA
Enwezor,5,NA,NA,NA,7,NA,NA,NA,NA
Iain,5,NA,NA,NA,7,NA,NA,NA,NA
Jordan,5,NA,NA,NA,7,NA,NA,NA,NA
Norman,5,NA,NA,NA,7,NA,NA,NA,NA
Chetna,5,NA,NA,NA,8,Date and Walnut Swirl Bread,Chocolate Mousse Filled DoughnutsBraided Doughnuts,1,IN
Diana,5,NA,NA,NA,8,NA,NA,NA,IN
Luis,5,NA,NA,NA,8,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)",2,IN
Nancy,5,NA,NA,NA,8,Lincolnshire Plum Braid,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",3,IN
Martha,5,NA,NA,NA,8,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts,5,OUT
Richard,5,NA,NA,NA,8,Fruit Swedish Tea Ring,Rhubarb and Custard and Toffee Apple Doughnuts,4,STAR BAKER
Claire,5,NA,NA,NA,8,NA,NA,NA,NA
Enwezor,5,NA,NA,NA,8,NA,NA,NA,NA
Iain,5,NA,NA,NA,8,NA,NA,NA,NA
Jordan,5,NA,NA,NA,8,NA,NA,NA,NA
Kate,5,NA,NA,NA,8,NA,NA,NA,NA
Norman,5,NA,NA,NA,8,NA,NA,NA,NA
Diana,5,NA,NA,NA,9,NA,NA,NA,IN
Luis,5,NA,NA,NA,9,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges",1,IN
Nancy,5,NA,NA,NA,9,Coffee and Chocolate BaklavaBreakfast Baklava,Raspberry NonnettesLime and Passion Fruit Entremets,3,IN
Chetna,5,NA,NA,NA,9,Chocolate Orange Baklava Masala Chai Baklava,"Chocolate, Orange & Nut EntremetsCappuccino Entremets",4,OUT
Richard,5,NA,NA,NA,9,Rose and Pistachio BaklavaWalnut and Almond Baklava,Hazelnut Mocha EntremetsPink Grapefruit Entremets,2,STAR BAKER
Claire,5,NA,NA,NA,9,NA,NA,NA,NA
Enwezor,5,NA,NA,NA,9,NA,NA,NA,NA
Iain,5,NA,NA,NA,9,NA,NA,NA,NA
Jordan,5,NA,NA,NA,9,NA,NA,NA,NA
Kate,5,NA,NA,NA,9,NA,NA,NA,NA
Martha,5,NA,NA,NA,9,NA,NA,NA,NA
Norman,5,NA,NA,NA,9,NA,NA,NA,NA
Diana,5,NA,NA,NA,10,NA,NA,NA,IN
Luis,5,NA,NA,NA,10,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate,2,Runner-up
Richard,5,NA,NA,NA,10,Pear Pain au ChocolatPain Au Lait,Mill on the Hill,3,Runner-up
Nancy,5,NA,NA,NA,10,Apple and Lemon KitesRaspberry and Almond Croissants,Red Windmill,1,WINNER
Chetna,5,NA,NA,NA,10,NA,NA,NA,NA
Claire,5,NA,NA,NA,10,NA,NA,NA,NA
Enwezor,5,NA,NA,NA,10,NA,NA,NA,NA
Iain,5,NA,NA,NA,10,NA,NA,NA,NA
Jordan,5,NA,NA,NA,10,NA,NA,NA,NA
Kate,5,NA,NA,NA,10,NA,NA,NA,NA
Martha,5,NA,NA,NA,10,NA,NA,NA,NA
Norman,5,NA,NA,NA,10,NA,NA,NA,NA
Alvin,6,NA,NA,NA,1,Orange Vanilla and Fig Madeira Cake,Black Forest Gâteau,2,IN
Dorret,6,NA,NA,NA,1,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau,5,IN
Flora,6,NA,NA,NA,1,Blood Orange Madeira Cake,Black Forest Gâteau,6,IN
Ian,6,NA,NA,NA,1,Somewhere West of Madeira Cake,Black Forest Cherry Tree,8,IN
Mat,6,NA,NA,NA,1,Gin and Tonic Madeira Cake,Black Forest Gateau,7,IN
Nadiya,6,NA,NA,NA,1,Orange and Green Cardamom Madeira Cake,Quadruple Chocolate Black Forest Gâteau,12,IN
Paul,6,NA,NA,NA,1,"Lemon, Ginger and Caraway Seed Madeira Cake",Black Forest Chocolate Creation,10,IN
Sandy,6,NA,NA,NA,1,Madeira Cake with Almond Liqueur and Chopped Apricots,Black Forest Gâteau,9,IN
Tamal,6,NA,NA,NA,1,Pistachio and Rose Madeira Cake,Black Forest Gâteau in a Chocolate Shell,4,IN
Ugnė,6,NA,NA,NA,1,Lemon and Thyme Madeira Cake,Falling Cup Gâteau,1,IN
Stu,6,NA,NA,NA,1,Marley Madeira Cake,Purple Forest Gâteau,11,OUT
Marie,6,NA,NA,NA,1,Zingy Citrus Madeira Cake,A Walk in the Black Forest,3,STAR BAKER
Alvin,6,NA,NA,NA,2,"Jackfruit, Pistachio and Macadamia Biscotti",Gingerbread Box filled with Brandy Snaps,6,IN
Dorret,6,NA,NA,NA,2,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs,1,IN
Flora,6,NA,NA,NA,2,Wedding Biscotti,Honey and Earl Grey Tea Box,2,IN
Mat,6,NA,NA,NA,2,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine,5,IN
Nadiya,6,NA,NA,NA,2,"Coconut, Fennel and Pistachio Biscotti",Box of Fortunes,9,IN
Paul,6,NA,NA,NA,2,"Chocolate, Hazelnut and Fig Biscotti",Memory Box,10,IN
Sandy,6,NA,NA,NA,2,Chocolate Chunk and Hazelnut Biscotti,Sundried Tomato Cheese Biscuit Box,4,IN
